"","X","EDUC","LWKLYWGE","QOB","YOB","first_quarter"
"83",926,6,5.06153964996338,3,1925,0
"84",940,11,4.74228572845459,1,1925,1
"85",950,12,5.81205034255981,2,1925,0
"86",968,12,5.93292808532715,4,1925,0
"87",972,18,5.97413396835327,2,1925,0
"88",976,4,4.7759051322937,3,1925,0
"89",977,12,5.31286764144897,1,1925,1
"90",980,12,5.12495565414429,1,1925,1
"91",985,11,5.31286764144897,3,1925,0
"92",1005,18,6.04628229141235,2,1925,0
"93",1008,12,5.28345251083374,1,1925,1
"94",1013,14,5.50561046600342,3,1925,0
"95",1018,7,4.75428342819214,3,1925,0
"96",1036,12,5.06153964996338,3,1925,0
"97",1043,11,5.28345251083374,1,1925,1
"98",1058,9,5.61395740509033,4,1925,0
"99",1063,8,4.59521865844727,4,1925,0
"100",1074,18,5.92297029495239,4,1925,0
"101",1076,11,5.08608245849609,4,1925,0
"102",1082,10,4.92888641357422,4,1925,0
"103",1098,16,5.97413396835327,1,1925,1
"104",1104,12,5.20049905776978,1,1925,1
"105",1108,17,5.37831497192383,2,1925,0
"106",1115,0,5.08608245849609,1,1925,1
"107",1116,8,5.12180233001709,4,1925,0
"108",1120,9,3.97057771682739,3,1925,0
"109",1123,13,5.39625310897827,3,1925,0
"110",1128,12,5.20049905776978,1,1925,1
"111",1147,7,5.06153964996338,4,1925,0
"112",1163,9,5.14492607116699,3,1925,0
"113",1172,6,4.92888641357422,1,1925,1
"114",1199,12,5.46495294570923,4,1925,0
"115",1201,12,5.62560892105103,2,1925,0
"116",1217,11,5.28345251083374,3,1925,0
"117",1232,12,5.44821548461914,3,1925,0
"118",1235,16,5.53698682785034,3,1925,0
"119",1236,10,5.06153964996338,2,1925,0
"120",1244,10,5.17863893508911,2,1925,0
"121",1259,12,4.85531854629517,1,1925,1
"122",1261,12,5.31286764144897,4,1925,0
"123",1281,14,5.60417890548706,1,1925,1
"124",1285,11,5.14281463623047,2,1925,0
"125",1288,11,5.14492607116699,1,1925,1
"126",1297,0,3.41386198997498,1,1925,1
"127",1300,13,5.36922359466553,3,1925,0
"128",1306,8,4.15443086624146,2,1925,0
"129",1311,10,5.26335048675537,4,1925,0
"130",1319,13,5.46495294570923,1,1925,1
"131",1322,12,5.37831497192383,4,1925,0
"132",1336,10,5.37831497192383,2,1925,0
"133",1352,12,5.15629053115845,2,1925,0
"134",1384,18,6.27359819412231,2,1925,0
"135",1394,5,4.24997186660767,1,1925,1
"136",1400,12,3.11525678634644,4,1925,0
"137",1405,13,5.27345180511475,2,1925,0
"138",1451,8,4.58974885940552,1,1925,1
"139",1468,12,5.11003684997559,3,1925,0
"140",1477,8,5.22060441970825,1,1925,1
"141",1482,12,5.71995830535889,4,1925,0
"142",1489,16,5.71350622177124,3,1925,0
"143",1499,12,5.13343095779419,2,1925,0
"144",1529,10,4.75919103622437,1,1925,1
"145",1550,18,5.46495294570923,2,1925,0
"146",1576,12,5.28345251083374,3,1925,0
"147",1578,7,4.7759051322937,4,1925,0
"148",1579,12,4.96486139297485,3,1925,0
"149",1585,18,5.42857646942139,4,1925,0
"150",1586,10,5.17863893508911,4,1925,0
"151",1587,8,3.02424359321594,2,1925,0
"152",1588,4,4.85531854629517,4,1925,0
"153",1594,16,5.90174913406372,4,1925,0
"154",1612,12,4.85531854629517,1,1925,1
"155",1624,13,5.46495294570923,3,1925,0
"156",1674,18,5.08426713943481,2,1925,0
"157",1680,11,5.13343095779419,3,1925,0
"158",1690,6,5.06153964996338,2,1925,0
"159",1702,7,4.72504234313965,3,1925,0
"160",1705,12,5.23241853713989,3,1925,0
"161",1711,14,5.44821548461914,2,1925,0
"162",1744,12,5.46495294570923,3,1925,0
"163",1745,16,5.7762246131897,2,1925,0
"164",1746,14,5.42257165908813,3,1925,0
"165",1760,12,4.63406229019165,2,1925,0
"166",1763,12,5.63964462280273,1,1925,1
"167",1771,12,5.82949352264404,4,1925,0
"168",1774,9,5.25314569473267,2,1925,0
"169",1779,9,5.17863893508911,2,1925,0
"170",1783,11,4.95686197280884,1,1925,1
"171",1801,16,5.61851644515991,4,1925,0
"172",1809,7,4.59521865844727,1,1925,1
"173",1822,12,5.97413396835327,3,1925,0
"174",1826,14,5.97910928726196,3,1925,0
"175",1832,9,4.99741077423096,2,1925,0
"176",1847,3,4.59521865844727,1,1925,1
"177",1849,11,5.03637933731079,4,1925,0
"178",1860,16,6.37877559661865,2,1925,0
"179",1885,16,5.20049905776978,2,1925,0
"180",1904,7,5.06153964996338,1,1925,1
"181",1917,10,5.28345251083374,2,1925,0
"182",1948,7,5.7516074180603,1,1925,1
"183",1949,9,5.17863893508911,3,1925,0
"184",1976,18,5.68727445602417,4,1925,0
"185",1984,16,5.97413396835327,1,1925,1
"186",2004,9,5.11003684997559,1,1925,1
"187",2007,9,5.28345251083374,1,1925,1
"188",2028,13,5.17863893508911,4,1925,0
"189",2041,11,5.68727445602417,3,1925,0
"190",2043,12,5.28345251083374,4,1925,0
"191",2055,8,5.06153964996338,4,1925,0
"192",2065,12,5.41387557983398,3,1925,0
"193",2073,9,5.06153964996338,3,1925,0
"194",2084,8,5.06153964996338,2,1925,0
"195",2094,17,5.92297029495239,3,1925,0
"196",2095,14,5.27345180511475,4,1925,0
"197",2097,12,5.52142190933228,2,1925,0
"198",2110,6,5.22060441970825,2,1925,0
"199",2141,8,4.90403938293457,3,1925,0
"200",2160,18,5.46495294570923,3,1925,0
"201",2168,12,4.7759051322937,2,1925,0
"202",2181,8,4.49094676971436,4,1925,0
"203",2190,16,5.17863893508911,4,1925,0
"204",2198,18,5.92297029495239,1,1925,1
"205",2200,12,3.63399124145508,3,1925,0
"206",2207,8,4.34714508056641,1,1925,1
"207",2217,18,6.28462791442871,2,1925,0
"208",2219,16,5.92297029495239,4,1925,0
"209",2225,12,4.59521865844727,2,1925,0
"210",2226,9,4.7759051322937,2,1925,0
"211",2237,16,5.7516074180603,2,1925,0
"212",2241,18,5.86904764175415,3,1925,0
"213",2248,16,6.02439546585083,1,1925,1
"214",2249,11,4.92888641357422,4,1925,0
"215",2250,18,5.242835521698,4,1925,0
"216",2258,18,5.59528303146362,2,1925,0
"217",2268,12,5.28345251083374,2,1925,0
"218",2273,12,5.04903888702393,1,1925,1
"219",2288,8,4.42273092269897,4,1925,0
"220",2299,12,4.83993244171143,4,1925,0
"221",2303,17,5.06153964996338,1,1925,1
"222",2307,8,4.74760437011719,1,1925,1
"223",2313,8,4.21415901184082,4,1925,0
"224",2317,9,4.62961864471436,4,1925,0
"225",2322,11,5.46495294570923,1,1925,1
"226",2325,14,4.90558004379272,3,1925,0
"227",2329,12,3.43472838401794,1,1925,1
"228",2345,7,4.59521865844727,1,1925,1
"229",2354,16,5.68727445602417,2,1925,0
"230",2360,12,5.61137342453003,4,1925,0
"231",2361,16,5.86904764175415,1,1925,1
"232",2363,18,6.4432110786438,3,1925,0
"233",2367,17,5.46495294570923,2,1925,0
"234",2374,4,3.74891567230225,2,1925,0
"235",2385,12,5.12180233001709,1,1925,1
"236",2389,10,4.46872138977051,2,1925,0
"237",2404,11,4.85531854629517,2,1925,0
"238",2413,11,5.61851644515991,4,1925,0
"239",2418,10,4.59521865844727,3,1925,0
"240",2432,7,5.28345251083374,1,1925,1
"241",2448,14,5.45661926269531,1,1925,1
"242",2453,4,5.06153964996338,2,1925,0
"243",2460,8,4.94297218322754,3,1925,0
"244",2492,12,4.82616710662842,4,1925,0
"245",2493,16,5.28345251083374,2,1925,0
"246",2494,10,5.06153964996338,2,1925,0
"247",2504,16,5.68727445602417,1,1925,1
"248",2508,12,5.23241853713989,4,1925,0
"249",2510,10,4.85531854629517,1,1925,1
"250",2518,12,5.06153964996338,3,1925,0
"251",2522,12,5.06153964996338,3,1925,0
"252",2542,12,5.38732433319092,1,1925,1
"253",2573,12,5.12180233001709,1,1925,1
"254",2578,11,4.59521865844727,4,1925,0
"255",2587,11,3.45956158638,2,1925,0
"256",2594,12,5.06153964996338,4,1925,0
"257",2600,7,5.37831497192383,1,1925,1
"258",2607,6,5.11003684997559,3,1925,0
"259",2611,12,6.37877559661865,2,1925,0
"260",2618,8,4.93496990203857,3,1925,0
"261",2626,4,4.3745231628418,1,1925,1
"262",2636,10,5.07388639450073,3,1925,0
"263",2647,12,4.59521865844727,1,1925,1
"264",2654,12,5.04767274856567,3,1925,0
"265",2667,12,4.92888641357422,2,1925,0
"266",2670,14,5.44251728057861,2,1925,0
"267",2676,12,5.72636842727661,2,1925,0
"268",2681,8,4.59521865844727,3,1925,0
"269",2682,4,4.02307319641113,1,1925,1
"270",2690,10,5.03637933731079,1,1925,1
"271",2692,3,5.06153964996338,1,1925,1
"272",2706,8,4.59521865844727,4,1925,0
"273",2711,12,4.97914838790894,1,1925,1
"274",2727,7,5.14839315414429,2,1925,0
"275",2733,12,5.22060441970825,1,1925,1
"276",2743,12,5.17863893508911,4,1925,0
"277",2767,12,4.95686197280884,3,1925,0
"278",2769,12,5.28345251083374,4,1925,0
"279",2771,12,5.20049905776978,3,1925,0
"280",2781,12,5.06153964996338,1,1925,1
"281",2799,11,5.46495294570923,3,1925,0
"282",2808,11,3.07450532913208,4,1925,0
"283",2811,11,5.46495294570923,3,1925,0
"284",2813,14,5.21125268936157,4,1925,0
"285",2819,13,4.83993244171143,3,1925,0
"286",2825,6,4.3745231628418,1,1925,1
"287",2832,5,4.7759051322937,2,1925,0
"288",2833,4,4.24997186660767,2,1925,0
"289",2838,12,4.3745231628418,3,1925,0
"290",2840,16,5.84095525741577,1,1925,1
"291",2841,12,5.45661926269531,4,1925,0
"292",2847,12,5.22060441970825,2,1925,0
"293",2859,13,5.17863893508911,2,1925,0
"294",2866,6,4.95686197280884,1,1925,1
"295",2867,12,4.51268911361694,3,1925,0
"296",2877,12,4.92888641357422,1,1925,1
"297",2878,8,4.7759051322937,4,1925,0
"298",2886,18,5.6240177154541,1,1925,1
"299",2891,11,4.99741077423096,1,1925,1
"300",2900,12,5.07388639450073,1,1925,1
"301",2903,11,4.3745231628418,1,1925,1
"302",2905,8,5.17863893508911,3,1925,0
"303",2918,9,5.46495294570923,1,1925,1
"304",2928,6,4.85531854629517,2,1925,0
"305",2942,8,4.73989915847778,3,1925,0
"306",2972,7,5.08426713943481,1,1925,1
"307",3001,7,4.67805433273315,2,1925,0
"308",3010,18,5.97413396835327,4,1925,0
"309",3011,8,4.83993244171143,4,1925,0
"310",3015,10,5.06153964996338,1,1925,1
"311",3035,10,5.06153964996338,1,1925,1
"312",3067,3,4.7759051322937,1,1925,1
"313",3072,12,5.06153964996338,4,1925,0
"314",3073,9,4.87047147750854,1,1925,1
"315",3086,9,5.26335048675537,2,1925,0
"316",3098,5,4.42273092269897,3,1925,0
"317",3109,14,5.28345251083374,3,1925,0
"318",3111,12,4.67145347595215,3,1925,0
"319",3124,6,4.55798196792603,2,1925,0
"320",3153,7,4.3745231628418,2,1925,0
"321",3155,11,4.63406229019165,4,1925,0
"322",3172,6,4.59521865844727,2,1925,0
"323",3210,16,4.92888641357422,4,1925,0
"324",3211,6,4.83993244171143,2,1925,0
"325",3217,5,4.46872138977051,2,1925,0
"326",3232,7,4.72504234313965,3,1925,0
"327",3242,7,4.87047147750854,3,1925,0
"328",3247,10,4.59521865844727,3,1925,0
"329",3248,13,5.15647554397583,3,1925,0
"330",3251,10,5.37831497192383,4,1925,0
"331",3256,15,5.3031587600708,4,1925,0
"332",3273,11,4.91459941864014,1,1925,1
"333",3277,4,4.24997186660767,1,1925,1
"334",3281,11,5.12180233001709,3,1925,0
"335",3286,6,4.3745231628418,3,1925,0
"336",3287,11,5.04903888702393,2,1925,0
"337",3289,8,3.31327652931213,1,1925,1
"338",3297,12,4.3745231628418,1,1925,1
"339",3298,7,3.71098184585571,2,1925,0
"340",3299,12,4.90558004379272,1,1925,1
"341",3300,6,3.31327652931213,2,1925,0
"342",3319,1,4.80984115600586,2,1925,0
"343",3320,9,4.15443086624146,2,1925,0
"344",3337,11,4.90010547637939,3,1925,0
"345",3343,12,4.7759051322937,4,1925,0
"346",3345,7,4.15443086624146,4,1925,0
"347",3347,11,4.53396892547607,3,1925,0
"348",3353,12,4.63406229019165,1,1925,1
"349",3373,3,5.75354909896851,4,1925,0
"350",3383,5,4.21415901184082,1,1925,1
"351",3392,9,4.53358793258667,4,1925,0
"352",3396,3,5.54467964172363,1,1925,1
"353",3408,12,5.01057004928589,3,1925,0
"354",3410,10,4.55480527877808,2,1925,0
"355",3432,11,5.54467964172363,1,1925,1
"356",3433,8,4.92888641357422,4,1925,0
"357",3444,13,4.92888641357422,1,1925,1
"358",3450,13,5.20049905776978,4,1925,0
"359",3458,6,4.62961864471436,3,1925,0
"360",3461,7,5.14492607116699,2,1925,0
"361",3462,13,5.36004877090454,4,1925,0
"362",3467,14,4.59521865844727,3,1925,0
"363",3471,18,5.58902597427368,1,1925,1
"364",3481,16,5.28345251083374,2,1925,0
"365",3487,16,5.27345180511475,4,1925,0
"366",3499,10,4.7759051322937,4,1925,0
"367",3500,10,4.12317323684692,4,1925,0
"368",3512,13,5.98898601531982,1,1925,1
"369",3522,12,5.07388639450073,2,1925,0
"370",3524,11,5.06153964996338,1,1925,1
"371",3530,11,5.97413396835327,1,1925,1
"372",3535,9,4.92888641357422,1,1925,1
"373",3541,16,6.4432110786438,4,1925,0
"374",3543,10,5.46495294570923,1,1925,1
"375",3544,4,3.84917998313904,4,1925,0
"376",3547,6,3.11240363121033,1,1925,1
"377",3579,11,3.69352555274963,2,1925,0
"378",3591,7,4.05756521224976,3,1925,0
"379",3615,6,4.92888641357422,2,1925,0
"380",3647,12,5.28345251083374,3,1925,0
"381",3653,6,4.74760437011719,4,1925,0
"382",3663,3,4.59521865844727,4,1925,0
"383",3666,10,4.92888641357422,1,1925,1
"384",3668,12,5.54467964172363,4,1925,0
"385",3670,8,4.95686197280884,4,1925,0
"386",3671,15,5.46495294570923,2,1925,0
"387",3675,10,5.42257165908813,3,1925,0
"388",3682,18,5.61851644515991,1,1925,1
"389",3683,12,5.61851644515991,4,1925,0
"390",3706,3,3.13549423217773,4,1925,0
"391",3713,17,5.28345251083374,2,1925,0
"392",3720,16,5.7516074180603,1,1925,1
"393",3730,11,5.17863893508911,3,1925,0
"394",3752,11,5.06153964996338,2,1925,0
"395",3755,7,3.69352555274963,3,1925,0
"396",3763,9,4.64548063278198,4,1925,0
"397",3766,12,5.73273849487305,3,1925,0
"398",3778,10,4.49094676971436,2,1925,0
"399",3780,13,4.82430553436279,3,1925,0
"400",3783,7,4.63406229019165,4,1925,0
"401",3787,12,4.09090709686279,4,1925,0
"402",3795,9,4.31349563598633,2,1925,0
"403",3798,9,3.87181353569031,3,1925,0
"404",3801,3,4.61482906341553,4,1925,0
"405",3826,11,4.94297218322754,1,1925,1
"406",3833,10,4.09090709686279,2,1925,0
"407",3855,11,6.19678354263306,4,1925,0
"408",3857,11,5.17863893508911,2,1925,0
"409",3888,14,5.07388639450073,1,1925,1
"410",3918,12,5.42257165908813,1,1925,1
"411",3921,11,5.28345251083374,1,1925,1
"412",3923,11,6.03695774078369,2,1925,0
"413",3930,16,5.68727445602417,3,1925,0
"414",3943,11,5.06153964996338,2,1925,0
"415",3964,8,4.27051973342896,1,1925,1
"416",3965,2,4.15443086624146,2,1925,0
"417",3978,12,5.31286764144897,2,1925,0
"418",3984,9,5.06153964996338,4,1925,0
"419",4002,10,5.06153964996338,4,1925,0
"420",4003,10,5.25314569473267,2,1925,0
"421",4006,11,5.37831497192383,2,1925,0
"422",4026,14,5.54467964172363,4,1925,0
"423",4028,5,3.91182684898376,3,1925,0
"424",4049,12,5.1118016242981,3,1925,0
"425",4065,9,4.67145347595215,3,1925,0
"426",4078,2,3.13549423217773,2,1925,0
"427",4085,7,4.92888641357422,2,1925,0
"428",4087,8,4.49094676971436,4,1925,0
"429",4100,11,4.80984115600586,2,1925,0
"430",4105,7,5.02082395553589,3,1925,0
"431",4121,8,4.59521865844727,3,1925,0
"432",4123,14,4.68963766098022,3,1925,0
"433",4151,18,5.17206430435181,4,1925,0
"434",4157,12,4.44599056243896,2,1925,0
"435",4158,11,4.59521865844727,4,1925,0
"436",4184,7,4.92888641357422,3,1925,0
"437",4185,9,4.85531854629517,4,1925,0
"438",4225,6,4.59521865844727,1,1925,1
"439",4250,7,4.24273633956909,2,1925,0
"440",4264,6,4.49094676971436,2,1925,0
"441",4269,12,5.12180233001709,2,1925,0
"442",4275,12,5.17863893508911,3,1925,0
"443",4280,12,4.7759051322937,2,1925,0
"444",4281,7,4.59521865844727,2,1925,0
"445",4286,18,5.54467964172363,3,1925,0
"446",4292,11,5.46495294570923,1,1925,1
"447",4297,10,4.92888641357422,4,1925,0
"448",4307,7,5.25314569473267,4,1925,0
"449",4341,11,4.02307319641113,2,1925,0
"450",4343,5,4.49094676971436,2,1925,0
"451",4349,9,4.63406229019165,1,1925,1
"452",4350,15,5.43974018096924,2,1925,0
"453",4357,7,4.14641332626343,2,1925,0
"454",4366,3,4.3745231628418,2,1925,0
"455",4369,7,4.27051973342896,2,1925,0
"456",4383,16,5.46495294570923,3,1925,0
"457",4399,13,5.01057004928589,4,1925,0
"458",4400,8,4.97056198120117,3,1925,0
"459",4408,12,4.53358793258667,1,1925,1
"460",4423,6,4.7923002243042,4,1925,0
"461",4444,12,5.3031587600708,1,1925,1
"462",4450,6,5.08795118331909,4,1925,0
"463",4453,16,6.19678354263306,3,1925,0
"464",4514,6,4.7759051322937,4,1925,0
"465",4522,12,4.14116907119751,2,1925,0
"466",4539,16,5.7516074180603,3,1925,0
"467",4569,6,4.21662998199463,4,1925,0
"468",4571,2,4.3745231628418,3,1925,0
"469",4574,9,5.11003684997559,4,1925,0
"470",4585,8,5.06153964996338,1,1925,1
"471",4603,12,4.49094676971436,3,1925,0
"472",4609,11,5.39625310897827,1,1925,1
"473",4614,11,5.06153964996338,2,1925,0
"474",4618,12,5.61851644515991,3,1925,0
"475",4622,18,5.61395740509033,1,1925,1
"476",4633,12,5.26335048675537,3,1925,0
"477",4649,11,4.97914838790894,2,1925,0
"478",4650,12,5.37831497192383,4,1925,0
"479",4655,11,4.92888641357422,3,1925,0
"480",4656,7,4.3238730430603,3,1925,0
"481",4663,6,5.60417890548706,3,1925,0
"482",4670,11,4.59521865844727,1,1925,1
"483",4675,5,4.27051973342896,4,1925,0
"484",4681,12,4.59521865844727,1,1925,1
"485",4682,13,5.37831497192383,3,1925,0
"486",4709,5,5.29309749603271,1,1925,1
"487",4713,10,5.36004877090454,4,1925,0
"488",4725,14,5.13634395599365,2,1925,0
"489",4726,12,3.34714841842651,2,1925,0
"490",4727,16,6.48895168304443,1,1925,1
"491",4733,6,5.14314126968384,2,1925,0
"492",4756,7,5.11003684997559,3,1925,0
"493",4758,18,5.46495294570923,3,1925,0
"494",4760,9,4.70749664306641,1,1925,1
"495",4764,14,5.07388639450073,4,1925,0
"496",4776,12,5.17863893508911,2,1925,0
"497",4796,10,4.90135049819946,1,1925,1
"498",4804,9,4.7759051322937,3,1925,0
"499",4805,6,4.46872138977051,4,1925,0
"500",4809,12,5.3031587600708,2,1925,0
"501",4824,0,3.35773777961731,3,1925,0
"502",4831,11,4.3745231628418,2,1925,0
"503",4833,11,4.59521865844727,4,1925,0
"504",4852,4,4.46872138977051,3,1925,0
"505",4854,6,4.59521865844727,4,1925,0
"506",4863,11,4.90010547637939,2,1925,0
"507",4865,10,4.74228572845459,1,1925,1
"508",4881,6,4.67145347595215,2,1925,0
"509",4886,11,5.52142190933228,1,1925,1
"510",4902,7,4.29755210876465,2,1925,0
"511",4908,11,5.711998462677,3,1925,0
"512",4909,7,4.53396892547607,3,1925,0
"513",4911,11,4.3745231628418,2,1925,0
"514",4920,8,5.17863893508911,1,1925,1
"515",4934,12,4.55480527877808,4,1925,0
"516",4938,11,5.61851644515991,4,1925,0
"517",4949,8,5.28345251083374,3,1925,0
"518",4953,7,4.49094676971436,1,1925,1
"519",4954,8,4.92888641357422,1,1925,1
"520",4961,10,5.54467964172363,4,1925,0
"521",4968,0,4.4583911895752,4,1925,0
"522",4973,11,5.37831497192383,2,1925,0
"523",4984,11,4.82430553436279,2,1925,0
"524",5009,7,4.79312705993652,2,1925,0
"525",5020,1,2.22657203674316,1,1925,1
"526",5025,13,4.99741077423096,2,1925,0
"527",5066,17,5.06083154678345,2,1925,0
"528",5144,12,4.85531854629517,4,1925,0
"529",5158,11,5.68727445602417,2,1925,0
"530",5159,16,6.15604400634766,1,1925,1
"531",5163,10,5.22890090942383,2,1925,0
"532",5165,14,5.04903888702393,3,1925,0
"533",5169,16,5.82371282577515,2,1925,0
"534",5184,8,4.90558004379272,3,1925,0
"535",5185,10,4.59521865844727,3,1925,0
"536",5206,16,5.63964462280273,1,1925,1
"537",5208,8,4.75919103622437,1,1925,1
"538",5212,4,4.29755210876465,3,1925,0
"539",5217,10,4.70749664306641,4,1925,0
"540",5248,9,4.3745231628418,2,1925,0
"541",5256,16,5.37831497192383,2,1925,0
"542",5261,8,4.3745231628418,1,1925,1
"543",5267,18,6.37877559661865,2,1925,0
"544",5272,12,5.37831497192383,4,1925,0
"545",5284,11,5.28345251083374,1,1925,1
"546",5292,2,3.41386198997498,4,1925,0
"547",5320,7,3.85259008407593,1,1925,1
"548",5327,12,5.68060731887817,2,1925,0
"549",5338,11,5.28345251083374,4,1925,0
"550",5340,11,5.17863893508911,1,1925,1
"551",5344,5,4.7759051322937,2,1925,0
"552",5357,16,5.1118016242981,3,1925,0
"553",5364,7,5.46495294570923,1,1925,1
"554",5381,17,5.54467964172363,4,1925,0
"555",5396,8,4.02616310119629,4,1925,0
"556",5402,12,5.06153964996338,3,1925,0
"557",5403,7,4.7759051322937,2,1925,0
"558",5423,16,4.63406229019165,2,1925,0
"559",5432,12,5.28345251083374,2,1925,0
"560",5441,12,4.80843114852905,3,1925,0
"561",5443,4,4.92888641357422,1,1925,1
"562",5455,11,5.28345251083374,2,1925,0
"563",5456,8,4.7759051322937,2,1925,0
"564",5459,12,4.71387004852295,4,1925,0
"565",5460,12,5.46495294570923,1,1925,1
"566",5478,4,4.92888641357422,4,1925,0
"567",5488,3,4.80843114852905,2,1925,0
"568",5492,12,3.41386198997498,4,1925,0
"569",5493,12,4.24273633956909,4,1925,0
"570",5507,5,4.59521865844727,4,1925,0
"571",5519,6,4.12884378433228,3,1925,0
"572",5521,10,3.45956158638,3,1925,0
"573",5532,16,5.63265132904053,4,1925,0
"574",5551,3,4.59521865844727,4,1925,0
"575",5569,11,5.28345251083374,2,1925,0
"576",5580,11,4.92888641357422,1,1925,1
"577",5586,11,5.46495294570923,4,1925,0
"578",5591,11,5.33371448516846,1,1925,1
"579",5603,16,5.46495294570923,2,1925,0
"580",5606,4,4.07089138031006,1,1925,1
"581",5610,9,4.65001153945923,4,1925,0
"582",5618,5,4.59521865844727,3,1925,0
"583",5630,2,4.92888641357422,1,1925,1
"584",5631,16,5.28345251083374,4,1925,0
"585",5642,11,4.59521865844727,4,1925,0
"586",5644,4,3.48047065734863,1,1925,1
"587",5664,12,5.17863893508911,2,1925,0
"588",5700,12,6.37877559661865,4,1925,0
"589",5709,12,4.7759051322937,2,1925,0
"590",5713,9,4.57521629333496,1,1925,1
"591",5728,12,5.46495294570923,4,1925,0
"592",5740,2,2.73784255981445,2,1925,0
"593",5765,8,4.59521865844727,3,1925,0
"594",5787,2,4.39891767501831,4,1925,0
"595",5800,8,5.58227920532227,4,1925,0
"596",5850,16,3.02424359321594,3,1925,0
"597",5851,12,4.98407649993896,3,1925,0
"598",5860,2,3.64765667915344,4,1925,0
"599",5882,8,4.74228572845459,1,1925,1
"600",5886,13,4.88539791107178,2,1925,0
"601",5905,16,6.0228066444397,2,1925,0
"602",5908,17,6.61481761932373,4,1925,0
"603",5909,4,4.44599056243896,1,1925,1
"604",5921,8,4.28324174880981,4,1925,0
"605",5926,10,5.03637933731079,3,1925,0
"606",5945,14,5.22189140319824,4,1925,0
"607",5963,12,5.17863893508911,2,1925,0
"608",5966,16,5.68727445602417,3,1925,0
"609",5970,12,5.12180233001709,4,1925,0
